product_id;product_name;product_category;price
104;Sandwich       ;Fastfood ;60
54;Vadapav        ;Fastfood ;20
10;Frankie        ;Fastfood ;50
113;Vadapav        ;Fastfood ;20
74;Panipuri       ;Fastfood ;20
147;Sugarcane juice;Beverages;25
87;Sugarcane juice;Beverages;25
68;Aalopuri       ;Fastfood ;20
24;Sugarcane juice;Beverages;25
98;Sugarcane juice;Beverages;25
40;Vadapav        ;Fastfood ;20
34;Sugarcane juice;Beverages;25
120;Sugarcane juice;Beverages;25
44;Sandwich       ;Fastfood ;60
93;Vadapav        ;Fastfood ;20
28;Vadapav        ;Fastfood ;20
145;Sandwich       ;Fastfood ;60
8;Sandwich       ;Fastfood ;60
77;Sandwich       ;Fastfood ;60
76;Frankie        ;Fastfood ;50
134;Sandwich       ;Fastfood ;60
4;Frankie        ;Fastfood ;50
51;Aalopuri       ;Fastfood ;20
24;Panipuri       ;Fastfood ;20
89;Cold coffee    ;Beverages;40
27;Cold coffee    ;Beverages;40
51;Vadapav        ;Fastfood ;20
79;Sandwich       ;Fastfood ;60
76;Frankie        ;Fastfood ;50
97;Panipuri       ;Fastfood ;20
71;Frankie        ;Fastfood ;50
50;Sandwich       ;Fastfood ;60
56;Sugarcane juice;Beverages;25
133;Aalopuri       ;Fastfood ;20
32;Aalopuri       ;Fastfood ;20
47;Aalopuri       ;Fastfood ;20
33;Vadapav        ;Fastfood ;20
125;Aalopuri       ;Fastfood ;20
34;Sandwich       ;Fastfood ;60
20;Aalopuri       ;Fastfood ;20
91;Sugarcane juice;Beverages;25
56;Sugarcane juice;Beverages;25
21;Panipuri       ;Fastfood ;20
36;Vadapav        ;Fastfood ;20
52;Vadapav        ;Fastfood ;20
6;Sandwich       ;Fastfood ;60
117;Sugarcane juice;Beverages;25
130;Vadapav        ;Fastfood ;20
35;Sugarcane juice;Beverages;25
109;Cold coffee    ;Beverages;40
141;Frankie        ;Fastfood ;50
139;Panipuri       ;Fastfood ;20
53;Cold coffee    ;Beverages;40
60;Aalopuri       ;Fastfood ;20
100;Sandwich       ;Fastfood ;60
107;Vadapav        ;Fastfood ;20
51;Cold coffee    ;Beverages;40
79;Sugarcane juice;Beverages;25
12;Vadapav        ;Fastfood ;20
12;Frankie        ;Fastfood ;50
137;Panipuri       ;Fastfood ;20
90;Panipuri       ;Fastfood ;20
124;Vadapav        ;Fastfood ;20
145;Aalopuri       ;Fastfood ;20
138;Panipuri       ;Fastfood ;20
49;Panipuri       ;Fastfood ;20
112;Vadapav        ;Fastfood ;20
33;Cold coffee    ;Beverages;40
35;Sugarcane juice;Beverages;25
76;Aalopuri       ;Fastfood ;20
55;Frankie        ;Fastfood ;50
19;Vadapav        ;Fastfood ;20
59;Aalopuri       ;Fastfood ;20
121;Aalopuri       ;Fastfood ;20
41;Panipuri       ;Fastfood ;20
43;Panipuri       ;Fastfood ;20
99;Vadapav        ;Fastfood ;20
120;Panipuri       ;Fastfood ;20
136;Sandwich       ;Fastfood ;60
8;Sandwich       ;Fastfood ;60
87;Panipuri       ;Fastfood ;20
133;Cold coffee    ;Beverages;40
137;Cold coffee    ;Beverages;40
149;Frankie        ;Fastfood ;50
42;Sugarcane juice;Beverages;25
80;Panipuri       ;Fastfood ;20
114;Sugarcane juice;Beverages;25
14;Sugarcane juice;Beverages;25
104;Vadapav        ;Fastfood ;20
64;Aalopuri       ;Fastfood ;20
119;Cold coffee    ;Beverages;40
83;Sugarcane juice;Beverages;25
44;Cold coffee    ;Beverages;40
107;Vadapav        ;Fastfood ;20
95;Panipuri       ;Fastfood ;20
19;Sugarcane juice;Beverages;25
89;Sugarcane juice;Beverages;25
65;Cold coffee    ;Beverages;40
93;Aalopuri       ;Fastfood ;20
108;Panipuri       ;Fastfood ;20
139;Frankie        ;Fastfood ;50
36;Cold coffee    ;Beverages;40
137;Vadapav        ;Fastfood ;20
60;Aalopuri       ;Fastfood ;20
97;Sugarcane juice;Beverages;25
111;Cold coffee    ;Beverages;40
96;Cold coffee    ;Beverages;40
45;Vadapav        ;Fastfood ;20
53;Aalopuri       ;Fastfood ;20
16;Sugarcane juice;Beverages;25
75;Cold coffee    ;Beverages;40
48;Sandwich       ;Fastfood ;60
48;Cold coffee    ;Beverages;40
95;Sugarcane juice;Beverages;25
43;Frankie        ;Fastfood ;50
30;Frankie        ;Fastfood ;50
23;Cold coffee    ;Beverages;40
92;Sugarcane juice;Beverages;25
70;Frankie        ;Fastfood ;50
23;Frankie        ;Fastfood ;50
67;Aalopuri       ;Fastfood ;20
24;Panipuri       ;Fastfood ;20
35;Cold coffee    ;Beverages;40
149;Vadapav        ;Fastfood ;20
119;Sandwich       ;Fastfood ;60
46;Sugarcane juice;Beverages;25
82;Cold coffee    ;Beverages;40
26;Vadapav        ;Fastfood ;20
2;Cold coffee    ;Beverages;40
3;Sugarcane juice;Beverages;25
150;Sandwich       ;Fastfood ;60
74;Cold coffee    ;Beverages;40
138;Sugarcane juice;Beverages;25
83;Sandwich       ;Fastfood ;60
149;Panipuri       ;Fastfood ;20
21;Aalopuri       ;Fastfood ;20
11;Vadapav        ;Fastfood ;20
18;Sugarcane juice;Beverages;25
59;Sugarcane juice;Beverages;25
103;Aalopuri       ;Fastfood ;20
13;Vadapav        ;Fastfood ;20
33;Vadapav        ;Fastfood ;20
33;Sugarcane juice;Beverages;25
104;Cold coffee    ;Beverages;40
3;Sugarcane juice;Beverages;25
61;Sugarcane juice;Beverages;25
138;Sandwich       ;Fastfood ;60
80;Sugarcane juice;Beverages;25
126;Aalopuri       ;Fastfood ;20
135;Aalopuri       ;Fastfood ;20
139;Frankie        ;Fastfood ;50
53;Aalopuri       ;Fastfood ;20
90;Sugarcane juice;Beverages;25
87;Vadapav        ;Fastfood ;20
129;Frankie        ;Fastfood ;50
75;Aalopuri       ;Fastfood ;20
109;Aalopuri       ;Fastfood ;20
30;Frankie        ;Fastfood ;50
111;Sandwich       ;Fastfood ;60
103;Cold coffee    ;Beverages;40
24;Sandwich       ;Fastfood ;60
92;Cold coffee    ;Beverages;40
142;Panipuri       ;Fastfood ;20
19;Sandwich       ;Fastfood ;60
111;Aalopuri       ;Fastfood ;20
140;Frankie        ;Fastfood ;50
40;Sandwich       ;Fastfood ;60
82;Cold coffee    ;Beverages;40
123;Cold coffee    ;Beverages;40
54;Vadapav        ;Fastfood ;20
83;Panipuri       ;Fastfood ;20
136;Vadapav        ;Fastfood ;20
82;Frankie        ;Fastfood ;50
138;Vadapav        ;Fastfood ;20
42;Frankie        ;Fastfood ;50
80;Cold coffee    ;Beverages;40
26;Panipuri       ;Fastfood ;20
8;Frankie        ;Fastfood ;50
100;Frankie        ;Fastfood ;50
38;Cold coffee    ;Beverages;40
145;Sandwich       ;Fastfood ;60
122;Frankie        ;Fastfood ;50
102;Sugarcane juice;Beverages;25
53;Aalopuri       ;Fastfood ;20
124;Sandwich       ;Fastfood ;60
4;Sugarcane juice;Beverages;25
57;Cold coffee    ;Beverages;40
134;Sandwich       ;Fastfood ;60
128;Panipuri       ;Fastfood ;20
93;Panipuri       ;Fastfood ;20
92;Sugarcane juice;Beverages;25
26;Vadapav        ;Fastfood ;20
72;Sugarcane juice;Beverages;25
60;Cold coffee    ;Beverages;40
118;Frankie        ;Fastfood ;50
141;Vadapav        ;Fastfood ;20
80;Aalopuri       ;Fastfood ;20
50;Cold coffee    ;Beverages;40
135;Sandwich       ;Fastfood ;60
56;Aalopuri       ;Fastfood ;20
34;Sandwich       ;Fastfood ;60
142;Panipuri       ;Fastfood ;20
23;Frankie        ;Fastfood ;50
120;Panipuri       ;Fastfood ;20
124;Aalopuri       ;Fastfood ;20
99;Sandwich       ;Fastfood ;60
59;Aalopuri       ;Fastfood ;20
24;Sugarcane juice;Beverages;25
65;Frankie        ;Fastfood ;50
122;Panipuri       ;Fastfood ;20
20;Sandwich       ;Fastfood ;60
71;Vadapav        ;Fastfood ;20
50;Sugarcane juice;Beverages;25
16;Frankie        ;Fastfood ;50
83;Frankie        ;Fastfood ;50
71;Vadapav        ;Fastfood ;20
65;Cold coffee    ;Beverages;40
108;Frankie        ;Fastfood ;50
105;Panipuri       ;Fastfood ;20
109;Cold coffee    ;Beverages;40
84;Cold coffee    ;Beverages;40
96;Cold coffee    ;Beverages;40
74;Aalopuri       ;Fastfood ;20
37;Frankie        ;Fastfood ;50
124;Aalopuri       ;Fastfood ;20
26;Sugarcane juice;Beverages;25
78;Vadapav        ;Fastfood ;20
54;Aalopuri       ;Fastfood ;20
107;Sugarcane juice;Beverages;25
50;Aalopuri       ;Fastfood ;20
61;Frankie        ;Fastfood ;50
124;Aalopuri       ;Fastfood ;20
50;Vadapav        ;Fastfood ;20
76;Panipuri       ;Fastfood ;20
113;Sugarcane juice;Beverages;25
36;Cold coffee    ;Beverages;40
116;Frankie        ;Fastfood ;50
14;Frankie        ;Fastfood ;50
9;Sugarcane juice;Beverages;25
98;Vadapav        ;Fastfood ;20
103;Frankie        ;Fastfood ;50
77;Cold coffee    ;Beverages;40
11;Vadapav        ;Fastfood ;20
91;Sandwich       ;Fastfood ;60
63;Sandwich       ;Fastfood ;60
14;Frankie        ;Fastfood ;50
115;Panipuri       ;Fastfood ;20
134;Sugarcane juice;Beverages;25
86;Frankie        ;Fastfood ;50
67;Sandwich       ;Fastfood ;60
45;Sandwich       ;Fastfood ;60
40;Panipuri       ;Fastfood ;20
101;Aalopuri       ;Fastfood ;20
